ACC_YEAR,SGG_CD,SGG_NM,BJDONG_CD,BJDONG_NM,LAND_GBN,LAND_GBN_NM,BONBEON,BUBEON,BLDG_NM,DEAL_YMD,OBJ_AMT,BLDG_AREA,TOT_AREA,FLOOR,RIGHT_GBN,CNTL_YMD,BUILD_YEAR,HOUSE_TYPE,REQ_GBN,RDEALER_LAWDNM
2024,11560,영등포구,10200,영등포동1가,1,대지,0121,0005,여의도리슈빌DS,2024-01-30,20600,21.41,31.43,7.0,,,2020,오피스텔,중개거래,서울 영등포구
2024,11740,강동구,10900,천호동,1,대지,0090,0002,도우빌라,2024-01-30,36700,48.69,46.66,-1.0,,,1991,연립다세대,중개거래,서울 강동구
2024,11320,도봉구,10800,도봉동,1,대지,0051,0012,중흥에스-클래스,2024-01-30,55000,85.0,0.0,3.0,,,2004,아파트,중개거래,서울 도봉구
2024,11545,금천구,10200,독산동,1,대지,1006,0115,중앙하이빌1동2동,2024-01-30,23000,28.68,14.88,4.0,,,2016,연립다세대,직거래,
2024,11590,동작구,10300,상도1동,1,대지,0419,0003,종로빌리지,2024-01-30,40000,69.13,48.37,3.0,,,1991,연립다세대,중개거래,서울 강남구
2024,11590,동작구,10700,사당동,1,대지,0321,0025,에덴빌,2024-01-30,55000,83.38,47.27,4.0,,,2008,연립다세대,직거래,
2024,11500,강서구,10300,화곡동,1,대지,0867,0002,더하우스,2024-01-30,18700,29.86,27.82,5.0,,,2017,연립다세대,직거래,
2024,11530,구로구,10200,구로동,1,대지,0166,0034,유니아트빌,2024-01-30,36500,52.17,26.25,2.0,,,2019,연립다세대,중개거래,서울 구로구
2024,11560,영등포구,10200,영등포동1가,1,대지,0127,0000,신한헤스티아,2024-01-30,12000,18.01,28.65,9.0,,20240130,2016,오피스텔,직거래,
2024,11410,서대문구,10300,합동,1,대지,0116,0000,SK리쳄블,2024-01-30,22000,34.22,46.81,6.0,,,2005,오피스텔,직거래,
2024,11530,구로구,10200,구로동,1,대지,0166,0034,유니아트빌,2024-01-30,28000,52.17,26.25,2.0,,20240130,2019,연립다세대,중개거래,서울 구로구
2024,11740,강동구,10500,길동,1,대지,0343,0002,현대웰하임(201동),2024-01-30,8000,14.47,0.0,2.0,,,2012,아파트,중개거래,서울 강동구
2024,11710,송파구,11300,거여동,1,대지,0178,0006,인투파크거여,2024-01-30,27000,23.32,11.0,2.0,,,2020,연립다세대,중개거래,서울 송파구
2024,11560,영등포구,12800,양평동4가,1,대지,0257,0000,양화빌4차,2024-01-30,28000,25.57,16.2,5.0,,,2016,연립다세대,중개거래,서울 영등포구
2024,11140,중구,17400,만리동2가,1,대지,0176,0001,서울역센트럴자이,2024-01-30,185000,89.9,0.0,3.0,,,2017,아파트,중개거래,서울 용산구
2024,11530,구로구,10700,개봉동,1,대지,0108,0019,혜성팰리스,2024-01-30,20800,22.1,13.84,7.0,,,2019,연립다세대,직거래,
2024,11110,종로구,16600,연건동,1,대지,0101,0000,예림주택,2024-01-29,16500,30.3,11.44,-1.0,,,2000,연립다세대,직거래,
2024,11710,송파구,10200,신천동,1,대지,0017,0000,파크리오,2024-01-29,200000,84.9,0.0,19.0,,,2008,아파트,직거래,
2024,11200,성동구,12200,용답동,1,대지,0121,0000,청계 SK VIEW,2024-01-29,95815,59.87,0.0,34.0,입주권,,0,아파트,직거래,
2024,11140,중구,16200,신당동,1,대지,0140,0023,신당역솔하임,2024-01-29,17000,14.08,0.0,14.0,,,2016,아파트,중개거래,서울 중구
2024,11530,구로구,10200,구로동,1,대지,0097,0000,로제리움2차,2024-01-29,10000,19.74,27.82,6.0,,,2014,오피스텔,중개거래,서울 구로구
2024,11410,서대문구,10300,합동,1,대지,0116,0000,SK리쳄블,2024-01-29,26400,41.57,56.87,12.0,,,2005,오피스텔,중개거래,"서울 서대문구, 서울 중구"
2024,11200,성동구,10400,도선동,1,대지,0257,0000,왕십리렉스프리미엄오피스텔,2024-01-29,24500,18.63,27.45,9.0,,,2020,오피스텔,중개거래,서울 성동구
2024,11290,성북구,13500,종암동,1,대지,0128,0000,극동,2024-01-29,76000,114.75,0.0,12.0,,,2000,아파트,중개거래,서울 성북구
2024,11290,성북구,13500,종암동,1,대지,0128,0000,극동,2024-01-29,63000,59.67,0.0,6.0,,,2000,아파트,중개거래,서울 성북구
2024,11230,동대문구,10400,전농동,1,대지,0127,0038,현대캐슬(127-38),2024-01-29,40000,29.91,18.19,6.0,,,2018,연립다세대,중개거래,서울 동대문구
2024,11500,강서구,10300,화곡동,1,대지,0056,0347,화성빌라(56-347),2024-01-29,16850,42.0,20.24,4.0,,,2002,연립다세대,중개거래,서울 강서구
2024,11620,관악구,10200,신림동,1,대지,1726,0000,우정하이비전2,2024-01-29,70000,84.58,0.0,12.0,,,2004,아파트,중개거래,서울 관악구
2024,11545,금천구,10300,시흥동,1,대지,1013,0000,관악산벽산타운5,2024-01-29,57900,84.97,0.0,10.0,,,2004,아파트,중개거래,서울 금천구
2024,11215,광진구,10500,자양동,1,대지,0610,0027,(610-27),2024-01-29,23800,39.27,25.62,1.0,,,1986,연립다세대,중개거래,서울 광진구
2024,11320,도봉구,10700,창동,1,대지,0609,0137,현대빌라(609-137),2024-01-29,15000,35.4,16.69,2.0,,,1991,연립다세대,직거래,
2024,11530,구로구,10200,구로동,1,대지,0807,0023,(807-23),2024-01-29,14000,39.81,0.0,1.0,,,1997,아파트,중개거래,서울 영등포구
2024,11560,영등포구,11500,당산동5가,1,대지,0009,0003,당산역해링턴타워,2024-01-29,21500,23.92,33.23,13.0,,,2015,오피스텔,중개거래,서울 영등포구
2024,11740,강동구,10900,천호동,1,대지,0290,0013,신주리버빌,2024-01-29,33700,26.4,18.02,3.0,,,2020,연립다세대,중개거래,서울 강동구
2024,11710,송파구,11100,방이동,1,대지,0022,0005,잠실리시온,2024-01-29,40000,43.05,56.73,10.0,,,2004,오피스텔,중개거래,서울 송파구
2024,11320,도봉구,10500,쌍문동,1,대지,0069,0005,푸른숲빌(A동),2024-01-29,28000,43.9,28.69,3.0,,,2017,연립다세대,직거래,
2024,11530,구로구,10200,구로동,1,대지,0469,0005,현대가우스빌(469-5),2024-01-29,30000,43.62,26.73,5.0,,,2016,연립다세대,중개거래,서울 금천구
2024,11230,동대문구,10200,용두동,1,대지,0787,0000,동의보감타워,2024-01-29,17000,36.02,49.34,14.0,,,2005,오피스텔,중개거래,서울 동대문구
2024,11500,강서구,10200,등촌동,1,대지,0078,0007,길훈엔트런스빌,2024-01-29,16000,27.29,40.42,7.0,,,2004,오피스텔,중개거래,서울 강서구
2024,11650,서초구,10800,서초동,1,대지,1328,0011,대우도씨에빛2,2024-01-29,39000,38.81,50.85,16.0,,,2005,오피스텔,중개거래,서울 서초구
2024,11230,동대문구,10700,청량리동,1,대지,0234,0002,현대,2024-01-29,52000,82.18,0.0,1.0,,,1987,아파트,직거래,
2024,11440,마포구,12300,망원동,1,대지,0475,0018,새롬빌라,2024-01-29,29500,43.6,26.98,4.0,,,2002,연립다세대,중개거래,서울 마포구
2024,11500,강서구,10500,마곡동,1,대지,0760,0000,마곡나루역보타닉푸르지오시티,2024-01-29,23000,22.2,31.65,12.0,,,2017,오피스텔,중개거래,서울 양천구
2024,11620,관악구,10100,봉천동,1,대지,0870,0001,해주타워,2024-01-29,10700,22.0,31.55,7.0,,,2000,오피스텔,중개거래,서울 관악구
2024,11380,은평구,10200,녹번동,1,대지,0281,0000,북한산푸르지오,2024-01-29,79000,59.99,0.0,3.0,,,2015,아파트,중개거래,서울 은평구
2024,11200,성동구,10900,금호동1가,1,대지,0280,0000,이편한세상금호파크힐스,2024-01-29,135000,59.98,0.0,17.0,,,2019,아파트,중개거래,서울 성동구
2024,11380,은평구,10900,신사동,1,대지,0005,0042,삼원제우스(5-42),2024-01-29,30000,45.64,26.54,4.0,,,2016,연립다세대,직거래,
2024,11200,성동구,12200,용답동,1,대지,0052,0009,DDOSTARCITY,2024-01-29,51500,29.99,18.87,3.0,,,2023,연립다세대,중개거래,"서울 강남구, 서울 성동구"
2024,11545,금천구,10200,독산동,1,대지,0905,0031,지오빌,2024-01-29,20500,33.53,22.56,2.0,,,2013,연립다세대,중개거래,서울 관악구
2024,11140,중구,16200,신당동,1,대지,0846,0000,신당동파라다이스,2024-01-29,82000,84.77,0.0,6.0,,,2000,아파트,중개거래,서울 중구
2024,11380,은평구,10400,갈현동,1,대지,0539,0000,한솔,2024-01-28,46200,59.94,0.0,11.0,,,1997,아파트,중개거래,서울 은평구
2024,11380,은평구,10800,역촌동,1,대지,0011,0044,명진하이빌(11-44),2024-01-28,29000,44.16,29.42,4.0,,,2014,연립다세대,중개거래,서울 은평구
2024,11500,강서구,10300,화곡동,1,대지,1129,0023,무지개빌라2차,2024-01-28,16500,32.88,22.0,3.0,,,1991,연립다세대,중개거래,서울 강서구
2024,11215,광진구,10500,자양동,1,대지,0229,0044,아데나팰리스2차,2024-01-28,32000,26.57,18.3,5.0,,,2016,연립다세대,중개거래,서울 광진구
2024,11710,송파구,11300,거여동,1,대지,0178,0006,인투파크거여,2024-01-28,23000,18.69,8.82,2.0,,,2020,연립다세대,직거래,
2024,11440,마포구,11100,신수동,1,대지,0462,0000,신촌숲아이파크,2024-01-27,143500,59.75,0.0,26.0,,,2019,아파트,중개거래,서울 마포구
2024,11590,동작구,10200,상도동,1,대지,0007,0023,강남렉스빌,2024-01-27,41000,69.19,39.39,2.0,,,2007,연립다세대,중개거래,서울 동작구
2024,11380,은평구,11400,진관동,1,대지,0100,0003,아이파크 포레스트 게이트,2024-01-27,14000,24.91,35.78,27.0,,,2013,오피스텔,중개거래,서울 은평구
2024,11740,강동구,10300,상일동,1,대지,0521,0000,고덕자이,2024-01-27,109000,59.71,0.0,14.0,,,2021,아파트,중개거래,서울 강동구
2024,11305,강북구,10300,수유동,1,대지,0535,0201,현대그랑빌(B),2024-01-27,15000,36.18,21.41,3.0,,,2000,연립다세대,중개거래,서울 강북구
2024,11710,송파구,10100,잠실동,1,대지,0022,0000,리센츠,2024-01-27,240000,84.99,0.0,19.0,,,2008,아파트,중개거래,서울 송파구
2024,11590,동작구,10200,상도동,1,대지,0363,0164,상도휴엔하임,2024-01-27,14400,14.7,0.0,8.0,,,2016,아파트,중개거래,서울 동작구
2024,11470,양천구,10200,목동,1,대지,0538,0028,목동하이츠빌라비동,2024-01-27,27000,44.59,21.3,3.0,,,1994,연립다세대,중개거래,서울 양천구
2024,11560,영등포구,13200,신길동,,,,,,2024-01-27,59800,113.47,75.0,0.0,,,1993,단독다가구,중개거래,서울 영등포구
2024,11410,서대문구,11800,홍은동,1,대지,0265,0350,홍은드림아파트,2024-01-27,46000,84.9,0.0,3.0,,,2012,아파트,직거래,
2024,11350,노원구,10300,공릉동,1,대지,0081,0000,태강아파트(아이파크),2024-01-27,46500,49.6,0.0,2.0,,,1999,아파트,중개거래,서울 노원구
2024,11500,강서구,10800,공항동,1,대지,0053,0093,수명그린빌에이동비동,2024-01-27,30000,39.72,27.05,2.0,,,2016,연립다세대,중개거래,서울 강서구
2024,11410,서대문구,11600,창천동,1,대지,0510,0002,3RU-City,2024-01-27,23300,25.06,0.0,12.0,,,2013,아파트,중개거래,서울 마포구
2024,11740,강동구,10200,고덕동,1,대지,0312,0000,배재현대,2024-01-27,86000,59.94,0.0,18.0,,,1995,아파트,중개거래,서울 강동구
2024,11305,강북구,10300,수유동,1,대지,0274,0005,(274-5),2024-01-27,13000,23.37,31.64,8.0,,,2017,오피스텔,중개거래,서울 강북구
2024,11470,양천구,10200,목동,1,대지,0796,0010,올림푸스(796-10),2024-01-27,23000,42.11,24.49,4.0,,,2011,연립다세대,중개거래,서울 양천구
2024,11215,광진구,10700,화양동,1,대지,0113,0001,광진코지웰,2024-01-27,16700,18.63,0.0,10.0,,,2014,아파트,중개거래,서울 광진구
2024,11710,송파구,11400,마천동,1,대지,0211,0035,삼영빌라,2024-01-27,64500,31.12,15.44,3.0,,,1995,연립다세대,중개거래,서울 송파구
2024,11410,서대문구,11700,연희동,1,대지,0122,0003,정연 지오빌,2024-01-27,10500,19.44,25.26,5.0,,,2002,오피스텔,중개거래,서울 은평구
2024,11560,영등포구,10300,영등포동2가,1,대지,0332,0003,밀레니엄시티,2024-01-27,22500,27.37,39.55,11.0,,,2018,오피스텔,중개거래,서울 영등포구
2024,11380,은평구,10500,구산동,1,대지,0211,0005,중앙하이츠빌,2024-01-27,23000,53.1,28.62,2.0,,,2009,연립다세대,중개거래,"서울 은평구, 인천 서구"
2024,11350,노원구,10500,상계동,1,대지,0749,0005,상계주공4(고층),2024-01-27,59500,62.1,0.0,12.0,,,1988,아파트,중개거래,서울 노원구
2024,11440,마포구,12700,상암동,1,대지,1734,0000,상암 한화 오벨리스크,2024-01-27,10500,19.93,25.83,9.0,,,2013,오피스텔,중개거래,서울 마포구
2024,11230,동대문구,10600,장안동,1,대지,0416,0002,슈프림오피스텔,2024-01-27,12700,24.53,30.99,6.0,,,2012,오피스텔,중개거래,서울 동대문구
2024,11320,도봉구,10700,창동,1,대지,0007,0000,월가타워,2024-01-27,9500,15.49,0.0,12.0,,,2013,아파트,중개거래,서울 도봉구
2024,11470,양천구,10300,신월동,1,대지,0987,0001,신월시영,2024-01-27,60200,59.49,0.0,10.0,,,1988,아파트,중개거래,서울 양천구
2024,11590,동작구,10200,상도동,1,대지,0410,0000,현대201동,2024-01-27,59900,59.91,0.0,4.0,,20240130,1995,아파트,중개거래,서울 관악구
2024,11590,동작구,10200,상도동,1,대지,0410,0000,현대201동,2024-01-27,59900,59.91,0.0,4.0,,20240130,1995,아파트,중개거래,서울 관악구
2024,11410,서대문구,11600,창천동,1,대지,0072,0022,더이음,2024-01-27,22000,17.75,31.04,9.0,,,2021,오피스텔,중개거래,서울 송파구
2024,11470,양천구,10300,신월동,1,대지,0469,0002,조은빌리지,2024-01-27,21000,38.67,23.07,3.0,,20240129,2014,연립다세대,중개거래,서울 성북구
2024,11470,양천구,10300,신월동,1,대지,0469,0002,조은빌리지,2024-01-27,21000,38.67,23.07,3.0,,,2014,연립다세대,중개거래,서울 성북구
2024,11740,강동구,10700,암사동,1,대지,0510,0027,(510-27),2024-01-27,24000,34.18,21.94,3.0,,,2013,연립다세대,중개거래,서울 강동구
2024,11380,은평구,11400,진관동,1,대지,0102,0000,박석고개1단지힐스테이트(116~131동)BL2-1,2024-01-27,78500,59.85,0.0,4.0,,,2009,아파트,중개거래,서울 은평구
2024,11215,광진구,10500,자양동,1,대지,0788,0000,자양7차현대홈타운,2024-01-27,105000,59.94,0.0,12.0,,,2001,아파트,중개거래,서울 광진구
2024,11590,동작구,10100,노량진동,1,대지,0325,0000,신동아리버파크,2024-01-27,102000,84.88,0.0,22.0,,,2001,아파트,중개거래,서울 동작구
2024,11380,은평구,10700,응암동,1,대지,0767,0000,백련산에스케이뷰아이파크,2024-01-27,85500,59.85,0.0,13.0,,,2020,아파트,중개거래,서울 은평구
2024,11260,중랑구,10400,묵동,1,대지,0302,0009,양지빌라트(302-9),2024-01-27,28500,67.35,30.05,4.0,,,2003,연립다세대,중개거래,서울 중랑구
2024,11200,성동구,10400,도선동,1,대지,0046,0000,W에비뉴타워,2024-01-27,23000,23.32,23.32,8.0,,,2018,오피스텔,중개거래,서울 성동구
2024,11740,강동구,10800,성내동,1,대지,0410,0002,중앙하이츠,2024-01-27,55000,61.36,0.0,4.0,,,2001,아파트,중개거래,서울 강동구
2024,11620,관악구,10100,봉천동,1,대지,1703,0000,봉천동아,2024-01-27,66000,59.76,0.0,10.0,,,2000,아파트,중개거래,"서울 관악구, 서울 동작구"
2024,11215,광진구,10300,구의동,1,대지,0035,0048,금화빌라,2024-01-27,20000,38.18,24.9,1.0,,,1997,연립다세대,중개거래,서울 광진구
2024,11740,강동구,10700,암사동,1,대지,0414,0002,롯데캐슬퍼스트,2024-01-27,112500,59.99,0.0,28.0,,,2008,아파트,중개거래,서울 강동구
2024,11410,서대문구,11900,북가좌동,1,대지,0371,0001,월드컵현대,2024-01-27,81500,84.93,0.0,12.0,,,1998,아파트,중개거래,서울 서대문구
2024,11590,동작구,10700,사당동,1,대지,1133,0000,삼성래미안,2024-01-27,134000,158.47,0.0,13.0,,,2003,아파트,중개거래,서울 동작구
2024,11440,마포구,10800,대흥동,1,대지,0012,0027,이대역 푸르지오 시티,2024-01-27,24000,28.8,39.6,4.0,,,2013,오피스텔,중개거래,서울 마포구
2024,11350,노원구,10300,공릉동,1,대지,0715,0000,시영3차(라이프)아파트,2024-01-27,32000,34.44,0.0,14.0,,,1994,아파트,중개거래,서울 노원구
2024,11215,광진구,10300,구의동,1,대지,0669,0000,에버그린,2024-01-27,34000,26.41,19.4,4.0,,,2019,연립다세대,중개거래,서울 광진구
2024,11380,은평구,10600,대조동,1,대지,0006,0018,나이스홈,2024-01-27,23000,29.98,0.0,11.0,,,2012,아파트,중개거래,서울 은평구
2024,11545,금천구,10100,가산동,1,대지,0139,0003,램킨푸르지오시티,2024-01-27,11900,21.38,30.63,9.0,,,2013,오피스텔,중개거래,서울 금천구
2024,11290,성북구,10300,돈암동,1,대지,0644,0000,돈암코오롱하늘채,2024-01-27,98000,84.86,0.0,10.0,,,2016,아파트,중개거래,서울 성북구
2024,11410,서대문구,11100,홍제동,1,대지,0006,0135,(6-135),2024-01-27,15000,48.97,33.0,-1.0,,,1987,연립다세대,중개거래,서울 서대문구
2024,11710,송파구,10800,문정동,1,대지,0618,0000,파크하비오,2024-01-27,46000,48.93,62.01,15.0,,,null,오피스텔,중개거래,서울 송파구
2024,11710,송파구,10700,가락동,1,대지,0140,0000,가락(1차)쌍용아파트,2024-01-27,109500,59.92,0.0,7.0,,,1997,아파트,중개거래,서울 송파구
2024,11230,동대문구,10900,휘경동,1,대지,0246,0000,맥스타워,2024-01-27,17000,16.76,25.95,3.0,,,2021,오피스텔,중개거래,서울 동대문구
2024,11740,강동구,10200,고덕동,1,대지,0688,0000,래미안힐스테이트고덕,2024-01-27,116000,59.35,0.0,29.0,,,2016,아파트,중개거래,서울 강동구
2024,11740,강동구,10200,고덕동,1,대지,0688,0000,래미안힐스테이트고덕,2024-01-27,118000,59.35,0.0,29.0,,,2016,아파트,중개거래,서울 강동구
2024,11380,은평구,11400,진관동,1,대지,0100,0000,은평헤스티아,2024-01-27,12500,26.23,39.39,8.0,,,2015,오피스텔,중개거래,서울 은평구
2024,11260,중랑구,10100,면목동,1,대지,0715,0000,늘푸른동아,2024-01-27,59500,59.65,0.0,12.0,,,2002,아파트,중개거래,서울 중랑구
2024,11380,은평구,10500,구산동,1,대지,0023,0018,고은집B,2024-01-27,21500,63.62,24.89,4.0,,,2003,연립다세대,중개거래,서울 은평구
2024,11560,영등포구,11500,당산동5가,1,대지,0013,0000,당산효성타운2차,2024-01-27,120000,84.38,0.0,13.0,,,2001,아파트,중개거래,서울 영등포구
2024,11590,동작구,10700,사당동,1,대지,1155,0000,대성유니드,2024-01-26,90000,84.93,0.0,3.0,,,2009,아파트,중개거래,서울 동작구
2024,11380,은평구,10300,불광동,1,대지,0633,0000,북한산현대홈타운,2024-01-26,81000,85.0,0.0,3.0,,,2004,아파트,중개거래,서울 은평구
2024,11305,강북구,10100,미아동,1,대지,1363,0000,수유지웰에스테이트,2024-01-26,11100,15.89,13.04,3.0,,,2015,연립다세대,직거래,
2024,11680,강남구,10400,청담동,1,대지,0005,0000,경원오피스텔,2024-01-26,26000,22.77,31.66,17.0,,,1991,오피스텔,중개거래,서울 강남구
2024,11290,성북구,13600,하월곡동,,,,,,2024-01-26,16000,16.53,26.0,0.0,,,1974,단독다가구,중개거래,서울 성북구
2024,11470,양천구,10300,신월동,1,대지,0235,0007,신목동샤르망오피스텔,2024-01-26,9800,26.94,35.94,3.0,,,2004,오피스텔,중개거래,서울 구로구
2024,11230,동대문구,10900,휘경동,,,,,,2024-01-26,44000,80.8,69.0,0.0,,,2018,단독다가구,중개거래,서울 중랑구
2024,11305,강북구,10300,수유동,1,대지,0510,0022,동익빌라,2024-01-26,13000,49.52,43.06,2.0,,,1982,연립다세대,중개거래,서울 강북구
2024,11200,성동구,11300,옥수동,1,대지,0060,0000,풍림아이원,2024-01-26,166500,84.76,0.0,10.0,,,2004,아파트,중개거래,서울 성동구
2024,11230,동대문구,10900,휘경동,1,대지,0057,0000,주공2,2024-01-26,38300,39.97,0.0,18.0,,,2001,아파트,중개거래,서울 동대문구
2024,11710,송파구,10800,문정동,1,대지,0620,0000,송파푸르지오시티,2024-01-26,42000,46.55,60.68,13.0,,,2013,오피스텔,중개거래,서울 송파구
2024,11545,금천구,10200,독산동,1,대지,0892,0007,성호그린빌라5차,2024-01-26,23500,57.64,30.21,2.0,,,1996,연립다세대,중개거래,서울 금천구
2024,11290,성북구,13300,정릉동,1,대지,1020,0000,정릉우성아파트 101~105동,2024-01-26,37000,46.65,0.0,14.0,,,2000,아파트,중개거래,서울 성북구
2024,11560,영등포구,13200,신길동,1,대지,4945,0000,래미안영등포프레비뉴,2024-01-26,98000,59.99,0.0,4.0,,,2015,아파트,중개거래,서울 영등포구
2024,11380,은평구,10500,구산동,1,대지,0211,0013,구산맨션,2024-01-26,45000,105.03,59.4,3.0,,,1993,연립다세대,직거래,
2024,11215,광진구,10300,구의동,1,대지,0060,0047,대명쉐르빌,2024-01-26,40000,66.74,31.28,4.0,,,2004,연립다세대,중개거래,서울 광진구
2024,11650,서초구,10800,서초동,1,대지,1330,0012,강남역인앤인,2024-01-26,20000,32.28,44.24,8.0,,,2005,오피스텔,중개거래,서울 강남구
2024,11440,마포구,12500,성산동,1,대지,0023,0002,정원빌라,2024-01-26,25000,38.39,17.82,-1.0,,,1996,연립다세대,중개거래,서울 마포구
2024,11440,마포구,12500,성산동,1,대지,0200,0100,선진빌라,2024-01-26,32500,59.25,29.02,3.0,,,1996,연립다세대,중개거래,"서울 마포구, 서울 서초구"
2024,11290,성북구,10300,돈암동,1,대지,0633,0000,동부센트레빌,2024-01-26,83700,80.54,0.0,18.0,,,2003,아파트,중개거래,"서울 동대문구, 서울 성북구"
2024,11560,영등포구,10200,영등포동1가,1,대지,0127,0000,신한헤스티아,2024-01-26,12000,18.01,28.65,9.0,,,2016,오피스텔,직거래,
2024,11590,동작구,10700,사당동,1,대지,1131,0000,두산위브트레지움,2024-01-26,135000,84.42,0.0,19.0,,,2011,아파트,중개거래,서울 동작구
2024,11350,노원구,10500,상계동,1,대지,0112,0011,진주아트빌,2024-01-26,41500,57.14,38.5,2.0,,,2002,연립다세대,중개거래,서울 노원구
2024,11710,송파구,10400,송파동,1,대지,0094,0018,94-18,2024-01-26,37300,36.98,23.41,3.0,,,2017,연립다세대,중개거래,서울 송파구
2024,11200,성동구,10600,사근동,1,대지,0315,0000,한양마이라움,2024-01-26,16800,17.99,0.0,3.0,,,2018,아파트,직거래,
2024,11500,강서구,10900,방화동,1,대지,0292,0001,양지샤인빌,2024-01-26,31000,43.71,27.21,3.0,,,2017,연립다세대,중개거래,서울 강서구
2024,11740,강동구,10800,성내동,1,대지,0208,0002,(208-2),2024-01-26,25000,54.71,32.3,5.0,,,2008,연립다세대,중개거래,"경기 고양덕양구, 서울 강동구"
2024,11305,강북구,10200,번동,1,대지,0148,0213,한양빌라6차,2024-01-26,11000,27.87,14.5,3.0,,,1995,연립다세대,중개거래,서울 강동구
2024,11260,중랑구,10600,신내동,1,대지,0657,0000,신내9진흥,2024-01-26,32500,39.84,0.0,7.0,,,1996,아파트,중개거래,"경기 고양일산서구, 서울 중랑구"
2024,11680,강남구,10100,역삼동,1,대지,0832,0033,성우스타우스오피스텔,2024-01-26,20250,32.03,41.12,9.0,,,2004,오피스텔,중개거래,서울 강남구
2024,11470,양천구,10100,신정동,1,대지,0743,0002,신정6현대,2024-01-26,58900,59.4,0.0,11.0,,,2000,아파트,중개거래,서울 강서구
2024,11620,관악구,10300,남현동,1,대지,1053,0027,미연제,2024-01-26,37500,53.54,34.08,5.0,,,2014,연립다세대,중개거래,"서울 동작구, 서울 서초구"
2024,11470,양천구,10100,신정동,1,대지,0329,0000,목동신시가지14,2024-01-26,113000,55.02,0.0,12.0,,,1987,아파트,중개거래,서울 양천구
2024,11200,성동구,12200,용답동,1,대지,0167,0010,엘리카운티,2024-01-26,55000,29.66,19.91,5.0,,,2023,연립다세대,직거래,
2024,11680,강남구,10800,논현동,1,대지,0269,0000,선경골든빌,2024-01-26,67000,77.79,39.33,1.0,,,2002,연립다세대,중개거래,서울 강남구
2024,11230,동대문구,10300,제기동,1,대지,1212,0000,한신아파트,2024-01-26,70000,59.84,0.0,14.0,,,2004,아파트,중개거래,서울 동대문구
2024,11500,강서구,10300,화곡동,1,대지,0362,0077,casagio,2024-01-26,26800,29.93,18.31,3.0,,,2019,연립다세대,중개거래,서울 강서구
2024,11500,강서구,10200,등촌동,1,대지,0656,0017,지엠벨리,2024-01-25,30600,27.57,0.0,5.0,,,2019,아파트,중개거래,서울 강서구
2024,11710,송파구,10800,문정동,1,대지,0622,0000,송파한화오벨리스크,2024-01-25,20000,26.82,34.53,9.0,,,2013,오피스텔,중개거래,서울 송파구
2024,11740,강동구,10100,명일동,1,대지,0046,0002,고덕역 효성해링턴 타워 더퍼스트,2024-01-25,26000,26.4,40.61,7.0,,,2020,오피스텔,직거래,
2024,11320,도봉구,10700,창동,1,대지,0603,0080,대림주택,2024-01-25,12000,35.37,14.38,3.0,,,1994,연립다세대,중개거래,서울 도봉구
2024,11500,강서구,10500,마곡동,1,대지,0797,0014,힐스테이트에코마곡,2024-01-25,17800,23.75,23.75,6.0,,,2016,오피스텔,직거래,
2024,11290,성북구,13600,하월곡동,1,대지,0222,0000,월곡두산위브,2024-01-25,70000,59.86,0.0,4.0,,,2003,아파트,중개거래,서울 성북구
2024,11710,송파구,10800,문정동,1,대지,0618,0000,파크하비오,2024-01-25,21850,26.53,33.53,11.0,,,null,오피스텔,중개거래,서울 송파구
2024,11380,은평구,10700,응암동,1,대지,0698,0002,제니스빌,2024-01-25,19000,26.45,16.72,5.0,,,2016,연립다세대,중개거래,서울 은평구
2024,11680,강남구,10800,논현동,1,대지,0271,0000,학동빌라(271),2024-01-25,50500,108.35,47.8,3.0,,,1992,연립다세대,직거래,
2024,11470,양천구,10300,신월동,1,대지,0029,0004,가온빌2차,2024-01-25,14000,20.06,12.37,6.0,,,2015,연립다세대,중개거래,서울 강서구
2024,11560,영등포구,13200,신길동,1,대지,4780,0000,보라매경남아너스빌,2024-01-25,93000,84.79,0.0,6.0,,,2005,아파트,중개거래,"서울 동작구, 서울 영등포구"
2024,11560,영등포구,10300,영등포동2가,1,대지,0175,0000,여의도 해링턴타워 196,2024-01-25,19000,18.1,28.73,9.0,,,2022,오피스텔,중개거래,서울 영등포구
2024,11590,동작구,10800,대방동,1,대지,0337,0001,대방오피스텔,2024-01-25,12500,22.23,28.86,3.0,,,2003,오피스텔,직거래,
2024,11530,구로구,10800,오류동,1,대지,0009,0033,양지쉐르빌,2024-01-25,32000,54.19,34.55,4.0,,,2014,연립다세대,중개거래,서울 구로구
2024,11545,금천구,10100,가산동,1,대지,0535,0055,가산유미어스오피스텔,2024-01-25,12150,17.16,26.19,3.0,,20240125,2018,오피스텔,중개거래,서울 금천구
2024,11320,도봉구,10700,창동,1,대지,0296,0012,범양빌라(가),2024-01-25,11000,46.79,23.44,-1.0,,,1992,연립다세대,직거래,
2024,11320,도봉구,10600,방학동,1,대지,0664,0027,미소지움(664-27),2024-01-25,13900,23.4,15.46,3.0,,,2017,연립다세대,중개거래,서울 도봉구
2024,11710,송파구,10800,문정동,1,대지,0622,0000,송파한화오벨리스크,2024-01-25,23200,29.99,38.61,12.0,,,2013,오피스텔,중개거래,서울 송파구
